,actor1,assoc_actor_1,actor2,assoc_actor_2,collab_events,mon_yr,notes,event_id_cnty,event_id_no_cnty
195405,Protesters (Sudan),Students (Sudan),,,,2019-11,"From 24-26 November 2019, protesters (including school children) gathered in Nyala (South Darufr state), to demonstrate against the lack of public transport in the city and plans to increase taxes on buses (prompting bus drivers to strike). [size=large]",SUD13411,13411
195509,Protesters (Sudan),Students (Sudan),,,,2019-11,"On 24 November 2019, students of the University of Delling gathered in Delling (South Kordofan state), demonstrating against a range of greivances against the Faculty of Medicine and its Dean, including the suspension of students following the December Revolution. [size=no report]",SUD13407,13407
195590,Protesters (Algeria),Students (Algeria),,,,2019-11,"Through 23-25 November 2019, students in Constantine held daily protests against the 12 December elections. [size=no report]",ALG7680,7680
195955,Protesters (Mali),Dogon Ethnic Group (Mali),,,,2019-11,"On 23 November 2019, Dogon civil society organizations staged a protest march in support of Dan Na Ambassagou, while condemning violence and demanding improved security for people in central Mali.[size=no report]",MLI3307,3307
195998,Protesters (Somalia),Labour Group (Somalia),,,,2019-11,On 23 November 2019. Public bus drivers protested in Mogadishu. They protested recent tax increases by the Banadir Regional Administration and closure of the city's main roads. [size=no report].,SOM29951,29951
196148,Protesters (Algeria),Students (Algeria),,,,2019-11,"Through 23-25 November 2019, students in Constantine held daily protests against the 12 December elections. [size=no report]",ALG7675,7675
196510,Protesters (Ethiopia),Students (Ethiopia); Amhara Ethnic Group (Ethiopia),Gov(Ethiopia),,,2019-11,"22 November 2019: Secondary school students demonstrated against recent violence targeting ethnically Amhara students across the country. Protesters began near the Dambacha university located in West Gojam zone, and marched to the police station after several students were arrested. Police fired bullets into the air to disperse the protesters, and at least one person was seriously injured and taken to the hospital. [size=no report]",ETH5387,5387
196983,Protesters (Democratic Republic of Congo),Students (Democratic Republic of Congo),Gov(DRC),,,2019-11,"On 21 November 2019, students protested to commemorate the killing of two students during a protest a year ago in Kinshasa. Police intervened dispersing the march. [Size=unknown]",DRC16108,16108
197107,Protesters (Ethiopia),Students (Ethiopia),Gov(Ethiopia),,,2019-11,21 November 2019: University students who were beginning a protest were quickly arrested at the Sidist (6) Kilo entrance to Addis Ababa University. No further details. [size=no report],ETH5384,5384
197281,Protesters (Nigeria),APC: All Progressives Congress,,,,2019-11,"On 21 November, APC members demonstrated at the party's HQ in Abuja and demanded the sacking of the national chairman. [size=no report]",NIG15739,15739
197334,Protesters (Uganda),PP: People Power,Gov(Uganda),,,2019-11,"On November 21, 2019, police dispersed Bobi Wine's People Power supporters with tear gas as they marched at the funeral of Human Rights Commissioner Haj Muhammad Kaggwa (known by his alias of Med Kaggwa) at Lufaka village on the outskirts of Mpigi town (Mpigi district, coordinates for Mpigi used at prec2). [size=500]",UGA5748,5748
197899,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 20 November, 2019, high schoolers in Bouira organized a march to protest against the elections scheduled for 12 December. [size=hundreds]",ALG7621,7621
197998,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 19 November, 2019, students held their 39th consecutive anti-regime university demonstrations in Oran. [size=over 200]",ALG7614,7614
198021,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 19 November, 2019, students held their 39th consecutive anti-regime university demonstrations in Algiers. [size=numerous]",ALG7607,7607
198036,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 19 November, 2019, students held their 39th consecutive anti-regime university demonstrations in Mostaganem. [size=no report]",ALG7613,7613
198167,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 19 November, 2019, students held their 39th consecutive anti-regime university demonstrations in Tizi Gheniff. [size=hundreds]",ALG7618,7618
198180,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 19 November, 2019, students held their 39th consecutive anti-regime university demonstrations in Setif. [size=dozens]",ALG7615,7615
198306,Protesters (Sudan),NCP: National Congress Party,,,,2019-11,"On November 19, 2019, supporters of deposed President Omar al Bashir (and other senior NCP and ex-NCP officials who have been recently arrested) demonstrated in Khartoum, calling for their release. [size=dozens]",SUD13394,13394
198548,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 19 November, 2019, students held their 39th consecutive anti-regime university demonstrations in Annaba. [size=dozens]",ALG7608,7608
198555,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 19 November, 2019, students held their 39th consecutive anti-regime university demonstrations in Bouira. [size=thousands]",ALG7610,7610
198558,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 19 November, 2019, students held their 39th consecutive anti-regime university demonstrations in Constantine. [size=no report]",ALG7612,7612
198563,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 19 November, 2019, students held their 39th consecutive anti-regime university demonstrations in Tizi Ouzou. [size=no report]",ALG7619,7619
198628,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 19 November, 2019, students held their 39th consecutive anti-regime university demonstrations in Sidi Bel Abbes. [size=dozens]",ALG7616,7616
198684,Protesters (Nigeria),Labour Group (Nigeria),,,,2019-11,"On 18 November, car dealers demonstrated against practices of the Customs Service at the Lagos State House of Assembly. [size=no report]",NIG15725,15725
199898,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),,,,2019-11,"On 16 November 2019, demonstrators blocked the road between Ambo and Addis Ababa using stones and logs after rumors circulated that Amhara ethnic students were being evacuated from the university in Ambo. Protesters blocking roads demanded that Oromo students be evacuated from Amhara region before any Amhara students were allowed to leave Oromiya region. [size=no report]",ETH5383,5383
200199,Protesters (Democratic Republic of Congo),LUCHA: Fight for Change; Filimbi Movement,Gov(DRC),,,2019-11,"On 16 November 2019, LUCHA activists held a sit-in in the centre of Kavumu city, Sud-Kivu, asking for the removal of a police container currently on a roundabout of the city. Police forces intervened and dislodged demonstrators, allegedly beating up a number of them in the process. [size=no report]",DRC16037,16037
200244,Protesters (Nigeria),Women (Nigeria),,,,2019-11,"On 16 November 2019, women in Opolo demonstrated against the interruption of the elections in their area. [size=no report]",NIG15707,15707
200310,Protesters (Burundi),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,,1,2019-11,"16 November 2019, Imbonerakure demonstrated in Mugendo, Kirundo, against the CNL party presence in the area. [size=no report]",BUR9306,9306
200396,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 16 November, 2019, a number of students protested at a university in El Oued against the danger that loafers pose at the university's bus drop off area. [size=several]",ALG7590,7590
200449,Protesters (Nigeria),Labour Group (Nigeria),,,,2019-11,"On 16 November 2019, Dangote truck drivers demonstrated over a dispute with traffic officials and blocked the Lagos-Abeokuta highway with their trucks at Papalanto. [size=no report]",NIG15706,15706
200871,Protesters (Zimbabwe),MDC: Movement for Democratic Change,,,1,2019-11,"On Nov 15 2019, 50 MDC youths protested against the Zanu-PF government, during a football match in Harare (Harare, Harare). [size=50]",ZIM6346,6346
201309,Protesters (International),Refugees/IDPs (International),,,,2019-11,"14 November 2019. Foreign nationals have been demonstrating in Pretoria since the 8th of October, asking for protection from the xenophobic attacks in South Africa, and requesting assistance to leave South Africa. Police were on the scene. [size=no report].",SAF11952,11952
201548,Protesters (Zimbabwe),MDC: Movement for Democratic Change,Gov(Zimbabwe),,1,2019-11,"On Nov 14 2019, MDC youths gathered to protest against the Finance Minister 2020 budget presentation, in front of the Parliament in Harare (Harare, Harare). Police forces prevented protesters from proceding and arrested several of them. [size=no report]",ZIM6344,6344
201966,Protesters (International),Refugees/IDPs (International),,,,2019-11,"13 November 2019. Foreign nationals have been demonstrating in Pretoria since the 8th of October, asking for protection from the xenophobic attacks in South Africa, and requesting assistance to leave South Africa. Police were on the scene. [size=no report].",SAF11949,11949
202049,Protesters (Democratic Republic of Congo),Women (Democratic Republic of Congo); Labour Group (Democratic Republic of Congo),Gov(DRC),,,2019-11,"On 13 November 2019, a number of female merchants reportedly took to the streets of Kamituga city in Mwenga territory, Sud-Kivu, to denounce the destruction of the 'Camp Six' local market before being dispersed by the police. [size=no report]",DRC16022,16022
202676,Protesters (Kenya),Students (Kenya),,,,2019-11,"On November 12, 2019, students protested at the central police office at Juja (Kiambu county), following a violent suppression of a student demonstration the previous day. [size=no report]",KEN7113,7113
202683,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 12 November, 2019, students held their 38th consecutive anti-regime university demonstrations in Bouira. [size=no report]",ALG7542,7542
202854,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 12 November, 2019, students held their 38th consecutive anti-regime university demonstrations in Tizi Ouzou. [size=no report]",ALG7541,7541
202859,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 12 November, 2019, students held their 38th consecutive anti-regime university demonstrations in Oran. [size=no report]",ALG7543,7543
202896,Protesters (Algeria),Students (Algeria),,,,2019-11,"On 12 November, 2019, students held their 38th consecutive anti-regime university demonstrations in Bejaia. [size=no report]",ALG7540,7540
